Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,geometry,Neighborhood
1,3178 GRAVELEY STREET,5/8/2020,1500000,18,2447,1946,74,5674.0,49.2702,-123.0370093,POINT (-123.0370093 49.2702),Hastings-Sunrise
2,1438 E 28TH AVENUE,1/22/2020,1300000,7,2146,1982,38,3631.98,49.24516130000001,-123.0749913,POINT (-123.0749913 49.24516130000001),Kensington-Cedar Cottage
3,2831 W 49TH AVENUE,6/18/2019,2650000,1,3108,1929,90,9111.0,49.2276034,-123.1683866,POINT (-123.1683866 49.2276034),Kerrisdale
4,2645 TRIUMPH STREET,6/18/2019,1385000,28,2602,1922,97,4022.7,49.28406769999999,-123.0508676,POINT (-123.0508676 49.28406769999999),Hastings-Sunrise
5,741-743 E 10TH AVENUE,11/28/2019,1590000,17,1843,1970,49,4026.0,49.2617389,-123.0880999,POINT (-123.0880999 49.2617389),Mount Pleasant
6,86 W 21ST AVENUE,3/3/2020,2565000,7,2439,1989,31,4026.0,49.251692,-123.106888,POINT (-123.106888 49.251692),Riley Park
7,2418 E 54TH AVENUE,8/12/2019,1303000,9,2100,1979,40,3298.48,49.21995889999999,-123.0575719,POINT (-123.0575719 49.21995889999999),Victoria-Fraserview
8,1787 E 57TH AVENUE,6/13/2019,1150000,10,1900,1950,69,6574.82,49.2184006,-123.0711074,POINT (-123.0711074 49.2184006),Victoria-Fraserview
9,2926 TRIMBLE STREET,8/16/2019,2500000,10,2133,2005,14,3360.0,49.2608353,-123.2058942,POINT (-123.2058942 49.2608353),West Point Grey
10,466 E 60TH AVENUE,10/17/2019,2400000,44,3989,2019,0,4412.0,49.2155419,-123.095323,POINT (-123.095323 49.2155419),Sunset
11,150 W 42ND AVENUE,10/24/2019,2870000,22,3509,1995,24,5859.0,49.2320871,-123.109616,POINT (-123.109616 49.2320871),Oakridge
12,4010 INVERNESS STREET,9/23/2019,1355000,71,1902,1926,93,3196.85,49.2489179,-123.0797175,POINT (-123.0797175 49.2489179),Kensington-Cedar Cottage
13,8233 FRENCH STREET,3/20/2019,1638000,168,2317,1988,31,3752.1,49.21127689999999,-123.1394375,POINT (-123.1394375 49.21127689999999),Marpole
14,2855 W 38TH AVENUE,5/25/2020,2880000,2,2286,1941,79,5808.0,49.2377922,-123.1691809,POINT (-123.1691809 49.2377922),Arbutus Ridge
15,3238 E PENDER STREET,2/11/2020,1270000,1,3128,1910,110,5424.0,49.27993009999999,-123.0352062,POINT (-123.0352062 49.27993009999999),Hastings-Sunrise
16,4329 PERRY STREET,2/3/2020,1175000,25,1368,1948,72,3644.1,49.24633499999999,-123.0716395,POINT (-123.0716395 49.24633499999999),Kensington-Cedar Cottage
17,2907 W 30TH AVENUE,10/30/2019,2725000,12,3222,1936,83,5676.75,49.245391,-123.1704745,POINT (-123.1704745 49.245391),Dunbar-Southlands
18,2095 E 28TH AVENUE,1/5/2020,1910000,37,3011,2020,0,3465.0,49.2459965,-123.0630875,POINT (-123.0630875 49.2459965),Kensington-Cedar Cottage
19,4030 PRINCE ALBERT STREET,1/6/2020,1181000,60,1929,1923,97,3484.8,49.24887409999999,-123.0874733,POINT (-123.0874733 49.24887409999999),Kensington-Cedar Cottage
20,2241 E 4TH AVENUE,3/23/2020,2489000,4,3452,2001,19,4550.0,49.2669734,-123.0589944,POINT (-123.0589944 49.2669734),Grandview-Woodland
21,6168 COMMERCIAL STREET,8/7/2019,1480000,31,2373,1992,27,3877.5,49.2281378,-123.068072,POINT (-123.068072 49.2281378),Victoria-Fraserview
22,1431 RUPERT STREET,4/23/2019,1300000,108,2610,1971,48,4127.13,49.2719464,-123.0341298,POINT (-123.0341298 49.2719464),Hastings-Sunrise
23,6192 LARCH STREET,10/26/2019,2700000,65,2602,1925,95,6227.1,49.2300917,-123.1625348,POINT (-123.1625348 49.2300917),Kerrisdale
24,235 E 62ND AVENUE,2/3/2020,1300000,22,1920,1968,52,3267.0,49.2145569,-123.1011695,POINT (-123.1011695 49.2145569),Sunset
25,342 E 23RD AVENUE,7/16/2019,2910000,7,3330,2019,0,4048.0,49.24999,-123.0976452,POINT (-123.0976452 49.24999),Riley Park
26,2277 BONNYVALE AVENUE,5/28/2019,1498000,16,2150,1953,66,5607.1,49.2173183,-123.0601164,POINT (-123.0601164 49.2173183),Victoria-Fraserview
27,5515 ARGYLE STREET,3/28/2019,2240000,143,3612,2019,0,4108.5,49.2345113,-123.0718444,POINT (-123.0718444 49.2345113),Kensington-Cedar Cottage
28,3775 WINDSOR STREET,3/16/2020,2275000,5,3316,1925,95,4026.0,49.25124880000001,-123.084099,POINT (-123.084099 49.25124880000001),Kensington-Cedar Cottage
29,2783 E 27TH AVENUE,5/22/2019,1410000,22,3166,2019,0,3630.0,49.2464444,-123.0475929,POINT (-123.0475929 49.2464444),Renfrew-Collingwood
30,495 E 60TH AVENUE,5/1/2020,1240000,4,1600,1949,71,4082.34,49.2159378,-123.0943902,POINT (-123.0943902 49.2159378),Sunset
31,2823 W 24TH AVENUE,2/19/2020,2823000,59,2819,2010,10,4026.0,49.251195,-123.1684595,POINT (-123.1684595 49.251195),Arbutus Ridge
32,2056 E 2ND AVENUE,6/17/2019,2175000,41,2729,1912,107,4026.0,49.2684607,-123.0625676,POINT (-123.0625676 49.2684607),Grandview-Woodland
33,959 E 13TH AVENUE,8/16/2019,1498000,2,1799,1949,70,4026.0,49.2589958,-123.0840166,POINT (-123.0840166 49.2589958),Mount Pleasant
34,4925 SHERBROOKE STREET,6/7/2019,1200000,75,1762,1954,65,4312.0,49.2397186,-123.0815753,POINT (-123.0815753 49.2397186),Kensington-Cedar Cottage
35,2614 E 18TH AVENUE,7/3/2019,2015000,24,3119,2018,1,3630.0,49.2538815,-123.0518474,POINT (-123.0518474 49.2538815),Renfrew-Collingwood
36,1749 GRANT STREET,4/2/2020,1610000,7,2951,1940,80,4356.0,49.27149619999999,-123.0683574,POINT (-123.0683574 49.27149619999999),Grandview-Woodland
37,1564 E 63RD AVENUE,11/18/2019,1570000,17,2560,1959,60,5580.0,49.2126708,-123.074739,POINT (-123.074739 49.2126708),Victoria-Fraserview
38,1829 STEPHENS STREET,1/21/2020,1430000,86,1963,1911,109,2045.75,49.2696328,-123.1666705,POINT (-123.1666705 49.2696328),Kitsilano
39,8571 WILTSHIRE STREET,7/8/2019,2100000,2,2450,1956,63,6000.0,49.2089676,-123.146779,POINT (-123.146779 49.2089676),Marpole
40,3191 W 38TH AVENUE,4/20/2020,2898000,7,2792,1924,96,6525.0,49.2378175,-123.1755886,POINT (-123.1755886 49.2378175),Dunbar-Southlands
41,4811 JOYCE STREET,11/28/2018,1400000,308,2000,1949,70,6187.5,49.2416168,-123.0290443,POINT (-123.0290443 49.2416168),Renfrew-Collingwood
42,7482 GATINEAU PLACE,11/12/2019,1677000,21,3036,1962,57,6033.0,49.2160587,-123.0521502,POINT (-123.0521502 49.2160587),Victoria-Fraserview
43,2421 PANDORA STREET,2/4/2020,1700000,36,2500,1984,36,4026.0,49.28314959999999,-123.0560051,POINT (-123.0560051 49.28314959999999),Hastings-Sunrise
44,1576 W 16TH AVENUE,7/3/2019,2800000,136,3095,1946,73,8871.25,49.2568283,-123.1406497,POINT (-123.1406497 49.2568283),Shaughnessy
45,5806 QUEBEC STREET,6/11/2019,1600000,8,1122,1946,73,4121.0,49.2324353,-123.103492,POINT (-123.103492 49.2324353),Sunset
46,2342 E 28TH AVENUE,9/3/2019,1580000,3,2214,1914,105,4026.0,49.2455755,-123.0579536,POINT (-123.0579536 49.2455755),Kensington-Cedar Cottage
47,7248 KNIGHT STREET,6/14/2019,967000,2,1958,1949,70,4026.0,49.2186327,-123.0766399,POINT (-123.0766399 49.2186327),Victoria-Fraserview
48,8577 CORNISH STREET,10/31/2019,2300000,2,3094,1996,23,5163.0,49.2088431,-123.1425032,POINT (-123.1425032 49.2088431),Marpole
49,325 E 57TH AVENUE,7/16/2019,1650000,69,2362,2013,6,3388.0,49.2186427,-123.0993312,POINT (-123.0993312 49.2186427),Sunset
50,1017 E 13TH AVENUE,1/7/2020,1605000,6,2381,1912,108,4026.0,49.258956,-123.08295,POINT (-123.08295 49.258956),Mount Pleasant
51,1322 E 54TH AVENUE,4/3/2020,1175000,25,2256,1963,57,3874.0,49.220256,-123.0796401,POINT (-123.0796401 49.220256),Sunset
52,6526 DAWSON STREET,4/14/2020,2630000,20,4704,2013,7,5640.0,49.2241945,-123.0484825,POINT (-123.0484825 49.2241945),Killarney
53,4244 VICTORIA DRIVE,3/24/2020,1300000,6,2167,1926,94,4895.0,49.24729139999999,-123.0648559,POINT (-123.0648559 49.24729139999999),Kensington-Cedar Cottage
54,1312 W 59TH AVENUE,7/25/2019,2320000,20,3189,1988,31,5280.0,49.217053,-123.1345216,POINT (-123.1345216 49.217053),Marpole
55,8473 ISABEL PLACE,10/9/2019,2390000,2,3320,2009,10,5827.0,49.2095502,-123.151049,POINT (-123.151049 49.2095502),Kerrisdale
56,3705 W 21ST AVENUE,3/3/2020,2215000,6,2033,1928,92,4026.0,49.2539885,-123.1867529,POINT (-123.1867529 49.2539885),Dunbar-Southlands
57,1743 E 49TH AVENUE,8/27/2019,1370000,34,2628,1966,53,4635.87,49.2254348,-123.0705409,POINT (-123.0705409 49.2254348),Victoria-Fraserview
58,5085 INVERNESS STREET,3/2/2020,1915000,7,2805,1945,75,5194.0,49.23846880000001,-123.0805287,POINT (-123.0805287 49.23846880000001),Kensington-Cedar Cottage
59,7567 ONTARIO STREET,4/27/2020,2028000,6,2300,1990,30,3700.0,49.2162508,-123.1066179,POINT (-123.1066179 49.2162508),Marpole
60,2765 E 27TH AVENUE,2/13/2020,1188000,4,2132,1927,93,3696.0,49.2464733,-123.0480505,POINT (-123.0480505 49.2464733),Renfrew-Collingwood
61,460 E 54TH AVENUE,7/2/2019,2333333,260,3311,2019,1,4026.0,49.2207219,-123.0955151,POINT (-123.0955151 49.2207219),Sunset
62,1026 HAZELTON STREET,6/4/2019,1235000,110,1521,1950,69,4726.48,49.2751089,-123.037341,POINT (-123.037341 49.2751089),Hastings-Sunrise
63,4694 W 7TH AVENUE,3/31/2019,1910000,134,2158,1985,34,3719.0,49.2662901,-123.2149177,POINT (-123.2149177 49.2662901),West Point Grey
64,1620 E 11TH AVENUE,10/16/2019,1178000,87,1600,1912,108,3175.0,49.2603009,-123.0714133,POINT (-123.0714133 49.2603009),Kensington-Cedar Cottage
65,1396 E 47TH AVENUE,7/8/2019,1240000,205,2125,1964,56,5112.0,49.2275145,-123.0775852,POINT (-123.0775852 49.2275145),Sunset
66,3168 E 18TH AVENUE,8/6/2019,1225000,32,2066,1947,72,3630.0,49.2537619,-123.0375877,POINT (-123.0375877 49.2537619),Renfrew-Collingwood
67,6791 MAIN STREET,1/7/2020,1200000,3,1625,1949,71,3452.49,49.2230079,-123.1021175,POINT (-123.1021175 49.2230079),Sunset
68,2198 E 33RD AVENUE,10/10/2019,1800000,97,2711,2013,7,3795.0,49.23962419999999,-123.0608813,POINT (-123.0608813 49.23962419999999),Kensington-Cedar Cottage
69,1865 E 53RD AVENUE,6/26/2019,1295000,0,2214,1907,112,3385.6,49.222088,-123.0681153,POINT (-123.0681153 49.222088),Victoria-Fraserview
70,6588 VIVIAN STREET,6/26/2019,2820000,6,4987,2018,1,5631.36,49.2238578,-123.0500896,POINT (-123.0500896 49.2238578),Killarney
71,3226 E 5TH AVENUE,6/4/2019,2199900,125,3455,2015,4,4026.0,49.2654425,-123.0358883,POINT (-123.0358883 49.2654425),Hastings-Sunrise
72,2229 NEWPORT AVENUE,6/3/2019,1890000,87,2881,2008,11,4816.0,49.2154987,-123.0615101,POINT (-123.0615101 49.2154987),Victoria-Fraserview
73,736 W 46TH AVENUE,5/22/2019,2350000,50,1682,1963,56,7102.0,49.2288812,-123.1227703,POINT (-123.1227703 49.2288812),Oakridge
74,3027 E 20TH AVENUE,11/8/2019,1200000,12,2661,1968,51,3638.02,49.2526034,-123.0407981,POINT (-123.0407981 49.2526034),Renfrew-Collingwood
75,4839 INVERNESS STREET,10/16/2019,2435000,97,3130,2018,2,3542.0,49.2411426,-123.0804957,POINT (-123.0804957 49.2411426),Kensington-Cedar Cottage
76,4785 ELGIN STREET,9/2/2019,1500000,16,2312,1912,107,3542.4,49.2417886,-123.0830916,POINT (-123.0830916 49.2417886),Kensington-Cedar Cottage
77,3506 NAPIER STREET,8/28/2019,1205000,67,2253,1989,30,3631.5,49.2747262,-123.028194,POINT (-123.028194 49.2747262),Hastings-Sunrise
78,796 E 56TH AVENUE,12/9/2019,1250000,8,3107,1938,81,4102.0,49.2188836,-123.0880022,POINT (-123.0880022 49.2188836),Sunset
79,1140 HAZELTON STREET,12/31/2019,1500000,7,1984,2002,18,3546.18,49.2745215,-123.0373041,POINT (-123.0373041 49.2745215),Hastings-Sunrise
80,3770 W 13TH AVENUE,3/31/2020,2600000,3,2177,1925,95,4026.0,49.2605286,-123.1873514,POINT (-123.1873514 49.2605286),West Point Grey
81,3641 ADANAC STREET,3/4/2020,1300000,5,2523,1912,108,3396.8,49.2776368,-123.0246657,POINT (-123.0246657 49.2776368),Hastings-Sunrise
82,780 E 50TH AVENUE,8/22/2019,1471500,71,2548,1982,37,4290.0,49.2242646,-123.0886704,POINT (-123.0886704 49.2242646),Sunset
83,2979 E 7TH AVENUE,2/20/2020,1260000,4,2273,1950,70,4026.0,49.2640908,-123.0421899,POINT (-123.0421899 49.2640908),Hastings-Sunrise
84,3364 W 36TH AVENUE,2/18/2020,3000000,8,2982,1930,90,6512.5,49.2392601,-123.1798536,POINT (-123.1798536 49.2392601),Dunbar-Southlands
85,2136 W 15TH AVENUE,12/16/2019,2400000,86,2936,1929,91,6250.0,49.2580173,-123.154053,POINT (-123.154053 49.2580173),Kitsilano
86,2451 TRIUMPH STREET,4/14/2020,1250000,13,2554,1931,89,4026.0,49.2840948,-123.0554353,POINT (-123.0554353 49.2840948),Hastings-Sunrise
87,5848 FLEMING STREET,10/16/2019,2300000,48,3394,2016,3,4092.0,49.2312636,-123.0726227,POINT (-123.0726227 49.2312636),Victoria-Fraserview
88,1633 E 11TH AVENUE,6/3/2019,1800000,21,2691,1922,97,6286.5,49.26073880000001,-123.0709004,POINT (-123.0709004 49.26073880000001),Kensington-Cedar Cottage
89,4020 W 40TH AVENUE,10/22/2019,2955000,110,3196,1996,24,5488.0,49.23545550000001,-123.1944999,POINT (-123.1944999 49.23545550000001),Dunbar-Southlands
90,3284 W 35TH AVENUE,5/15/2020,2355000,7,2667,1940,80,4797.0,49.2402405,-123.1779095,POINT (-123.1779095 49.2402405),Dunbar-Southlands
91,3120 TURNER STREET,6/21/2019,1212500,30,1906,1941,78,3630.0,49.2788584,-123.0381852,POINT (-123.0381852 49.2788584),Hastings-Sunrise
92,4720 DUNBAR STREET,7/29/2019,1925000,5,3191,1927,92,4197.6,49.2440585,-123.1849087,POINT (-123.1849087 49.2440585),Dunbar-Southlands
93,7438 MUIRFIELD DRIVE,10/30/2019,1908000,11,3227,1997,22,5391.31,49.2166505,-123.0548314,POINT (-123.0548314 49.2166505),Victoria-Fraserview
94,2127 E 4TH AVENUE,3/18/2020,1260000,8,1236,1927,93,3900.0,49.266797,-123.0612439,POINT (-123.0612439 49.266797),Grandview-Woodland
95,4649 W 8TH AVENUE,8/26/2019,2100000,64,1911,1926,93,3719.0,49.265859,-123.2136801,POINT (-123.2136801 49.265859),West Point Grey
96,2876 E 22ND AVENUE,3/4/2020,1100000,13,1604,1938,82,3960.0,49.2504212,-123.0453207,POINT (-123.0453207 49.2504212),Renfrew-Collingwood
97,836 W 22ND AVENUE,5/12/2020,2689000,0,1402,1926,94,5124.0,49.2514141,-123.1231273,POINT (-123.1231273 49.2514141),South Cambie
98,3404 E 4TH AVENUE,2/24/2020,1225000,8,1702,1952,68,4092.0,49.2664233,-123.0307917,POINT (-123.0307917 49.2664233),Hastings-Sunrise
99,3707 W 3RD AVENUE,2/28/2020,2550000,42,1800,1946,74,4872.0,49.2697325,-123.1859241,POINT (-123.1859241 49.2697325),West Point Grey
100,3551 WELLINGTON AVENUE,10/23/2019,1550000,4,2265,1949,70,7213.0,49.2395891,-123.028227,POINT (-123.028227 49.2395891),Renfrew-Collingwood
101,95 PENTICTON STREET,2/15/2020,1508000,4,1674,1949,71,4045.0,49.28411010000001,-123.0522472,POINT (-123.0522472 49.28411010000001),Hastings-Sunrise
102,597 W 20TH AVENUE,5/21/2019,2296000,41,2334,2000,19,3288.6,49.2535451,-123.1179874,POINT (-123.1179874 49.2535451),South Cambie
103,2997 TURNER STREET,5/27/2019,2047619,122,3748,2019,0,4356.0,49.279342,-123.0418215,POINT (-123.0418215 49.279342),Hastings-Sunrise
104,2281 E 2ND AVENUE,10/18/2019,1420000,13,2005,1929,90,4026.0,49.2688151,-123.0583849,POINT (-123.0583849 49.2688151),Grandview-Woodland
105,746 E KING EDWARD AVENUE,1/29/2020,1988000,19,2660,2006,14,5907.0,49.248427,-123.0885059,POINT (-123.0885059 49.248427),Kensington-Cedar Cottage
106,3535 ADANAC STREET,8/8/2019,1100000,34,2439,1976,43,3507.9,49.27767,-123.02738,POINT (-123.02738 49.27767),Hastings-Sunrise
107,558 E 20TH AVENUE,9/11/2019,2648000,8,3814,2020,0,6039.0,49.2527049,-123.0927114,POINT (-123.0927114 49.2527049),Riley Park
108,1866 E 50TH AVENUE,10/17/2019,1470000,30,2160,1995,24,3600.0,49.2240915,-123.0680043,POINT (-123.0680043 49.2240915),Victoria-Fraserview
109,2612 KITCHENER STREET,7/15/2019,1360000,23,2596,1980,39,4191.0,49.27206530000001,-123.0515741,POINT (-123.0515741 49.27206530000001),Hastings-Sunrise
110,3333 W 22ND AVENUE,8/27/2019,2408000,70,2953,1989,30,4026.0,49.2530835,-123.179577,POINT (-123.179577 49.2530835),Dunbar-Southlands
111,3334 E 27TH AVENUE,2/5/2020,2152000,56,3416,2020,0,3960.0,49.2459584,-123.0324494,POINT (-123.0324494 49.2459584),Renfrew-Collingwood
112,230 PEVERIL AVENUE,9/11/2019,2500000,64,2181,1942,77,5893.0,49.247537,-123.110487,POINT (-123.110487 49.247537),Riley Park
113,275 E 28TH AVENUE,11/18/2019,2068000,8,3657,1914,105,4268.88,49.24592060000001,-123.0997026,POINT (-123.0997026 49.24592060000001),Riley Park
114,7823 SHAUGHNESSY STREET,1/12/2020,2025000,21,2360,1994,26,3964.23,49.2138714,-123.1290471,POINT (-123.1290471 49.2138714),Marpole
115,3437 E 24TH AVENUE,6/26/2019,1125000,25,1499,1912,107,3959.0,49.2489889,-123.029776,POINT (-123.029776 49.2489889),Renfrew-Collingwood
116,2244 W 45TH AVENUE,10/10/2019,1940000,7,3010,1915,104,3960.0,49.2307167,-123.1592624,POINT (-123.1592624 49.2307167),Kerrisdale
117,3636 W 15TH AVENUE,3/16/2020,1480000,41,1005,1987,33,2013.17,49.2587256,-123.1848744,POINT (-123.1848744 49.2587256),West Point Grey
118,7806 JASPER CRESCENT,1/15/2020,1550000,1,2860,1990,30,4658.0,49.2133438,-123.0685442,POINT (-123.0685442 49.2133438),Victoria-Fraserview
119,2813 W 21ST AVENUE,3/20/2019,2480000,183,2923,1994,25,4880.0,49.25392309999999,-123.1682269,POINT (-123.1682269 49.25392309999999),Arbutus Ridge
120,1188 KOOTENAY STREET,10/21/2019,1361500,44,2065,1995,25,3348.0,49.27433980000001,-123.0259101,POINT (-123.0259101 49.27433980000001),Hastings-Sunrise
121,1765 ISLAND AVENUE,5/14/2019,862500,119,1800,1991,28,3418.0,49.2101785,-123.0701739,POINT (-123.0701739 49.2101785),Victoria-Fraserview
122,3441 TRIUMPH STREET,8/6/2019,1150000,57,1967,1928,91,4026.0,49.2840539,-123.0298433,POINT (-123.0298433 49.2840539),Hastings-Sunrise
123,4818 RUPERT STREET,10/15/2019,1350000,0,2099,1999,20,3498.0,49.2412508,-123.0368035,POINT (-123.0368035 49.2412508),Renfrew-Collingwood
124,6643 VIVIAN STREET,4/5/2019,2361905,91,3906,2018,1,4800.0,49.223311,-123.0508187,POINT (-123.0508187 49.223311),Victoria-Fraserview
125,2835 STEPHENS STREET,6/3/2019,1750000,5,2385,1912,107,2871.0,49.2607696,-123.1666567,POINT (-123.1666567 49.2607696),Kitsilano
126,2201 E 41ST AVENUE,11/29/2019,1516789,46,2000,1944,76,5107.0,49.2331417,-123.0619343,POINT (-123.0619343 49.2331417),Kensington-Cedar Cottage
127,3468 PANDORA STREET,2/26/2020,1200000,14,2033,1911,109,4026.0,49.282758,-123.0293042,POINT (-123.0293042 49.282758),Hastings-Sunrise
128,539 W 18TH AVENUE,6/25/2019,2548000,34,2170,2011,8,3015.87,49.255351,-123.11637,POINT (-123.11637 49.255351),South Cambie
129,4014 W 36TH AVENUE,10/21/2019,2900000,58,3715,1940,79,6900.6,49.2393221,-123.1942193,POINT (-123.1942193 49.2393221),Dunbar-Southlands
130,1346 E 15TH AVENUE,8/9/2019,1150000,21,1504,1975,44,2047.0,49.2564457,-123.0766895,POINT (-123.0766895 49.2564457),Kensington-Cedar Cottage
131,3221 KITCHENER STREET,10/11/2019,1649000,59,2465,1983,36,4191.0,49.2725475,-123.0358033,POINT (-123.0358033 49.2725475),Hastings-Sunrise
132,3468 WORTHINGTON DRIVE,7/8/2019,1588000,8,2369,1999,20,4510.0,49.2529002,-123.028029,POINT (-123.028029 49.2529002),Renfrew-Collingwood
133,3555 ST. CATHERINES STREET,6/18/2019,1998000,5,1701,1989,30,3050.0,49.2529569,-123.0858598,POINT (-123.0858598 49.2529569),Kensington-Cedar Cottage
134,3838 INVERNESS STREET,1/21/2019,1120000,327,2230,1911,108,2830.58,49.25024,-123.0797151,POINT (-123.0797151 49.25024),Kensington-Cedar Cottage
135,165 W 22ND AVENUE,1/13/2020,2985000,12,3275,1960,60,4026.0,49.2512778,-123.1090081,POINT (-123.1090081 49.2512778),Riley Park
136,3279 W 11TH AVENUE,6/24/2019,2030000,152,3107,1928,91,4029.0,49.2626897,-123.1774364,POINT (-123.1774364 49.2626897),Kitsilano
137,3451 QUEBEC STREET,9/30/2019,1415000,7,1584,1905,114,1600.0,49.2542429,-123.1030593,POINT (-123.1030593 49.2542429),Riley Park
138,7225 HUDSON STREET,9/17/2019,3000000,55,3503,1987,32,13078.0,49.22001119999999,-123.135043,POINT (-123.135043 49.22001119999999),Oakridge
139,4285 ST. GEORGE STREET,2/3/2020,1690000,7,2391,1979,41,3994.5,49.2466297,-123.0944756,POINT (-123.0944756 49.2466297),Riley Park
140,4468 ONTARIO STREET,1/21/2020,2650000,20,3011,2017,3,3422.13,49.2450164,-123.1049406,POINT (-123.1049406 49.2450164),Riley Park
141,500 E 11TH AVENUE,2/10/2020,1910000,10,3611,1902,118,4026.0,49.2603795,-123.0928303,POINT (-123.0928303 49.2603795),Mount Pleasant
142,3145 E 50TH AVENUE,2/25/2019,2440000,158,3777,2014,5,5417.0,49.22410550000001,-123.0400722,POINT (-123.0400722 49.22410550000001),Killarney
143,719 E 38 AVENUE,2/18/2020,1150000,1,2746,1977,43,4026.0,49.2359029,-123.0897021,POINT (-123.0897021 49.2359029),Kensington-Cedar Cottage
144,554 W 59TH AVENUE,10/11/2019,1800000,62,2508,1957,62,6776.02,49.216727,-123.1188922,POINT (-123.1188922 49.216727),Marpole
145,108 W 45TH AVENUE,8/9/2019,1815000,152,1321,1945,75,4535.0,49.2293605,-123.10866,POINT (-123.10866 49.2293605),Oakridge
146,3285 KITCHENER STREET,5/9/2019,1825000,39,3664,1974,45,6287.0,49.2725052,-123.0346071,POINT (-123.0346071 49.2725052),Hastings-Sunrise
147,3320 E 44TH AVENUE,9/7/2019,1150000,126,1784,1912,108,3807.0,49.22982450000001,-123.0340537,POINT (-123.0340537 49.22982450000001),Killarney
148,2244 E PENDER STREET,9/9/2019,1180000,17,1798,1912,107,2178.0,49.2799947,-123.0587661,POINT (-123.0587661 49.2799947),Grandview-Woodland
149,3122 E 47TH AVENUE,3/2/2019,1090000,289,1891,1958,61,3395.7,49.2275511,-123.040173,POINT (-123.040173 49.2275511),Killarney
150,2806 ETON STREET,1/21/2019,1835000,247,3613,1951,68,6100.0,49.2874896,-123.0464348,POINT (-123.0464348 49.2874896),Hastings-Sunrise
151,1121 E 27TH AVENUE,9/9/2019,1380000,4,1906,1991,28,2966.95,49.2467597,-123.0821063,POINT (-123.0821063 49.2467597),Kensington-Cedar Cottage
152,5204 CHESTER STREET,3/12/2020,2299000,29,3142,2018,2,3630.0,49.23781289999999,-123.0889781,POINT (-123.0889781 49.23781289999999),Kensington-Cedar Cottage
153,5583 FLEMING STREET,3/2/2020,1380000,9,2250,1953,67,5346.0,49.2337915,-123.0731901,POINT (-123.0731901 49.2337915),Kensington-Cedar Cottage
154,268 E 48TH AVENUE,11/14/2019,2415000,40,3870,2014,6,4620.0,49.22640699999999,-123.1004302,POINT (-123.1004302 49.22640699999999),Sunset
155,757 PRIOR STREET,3/13/2020,1848000,55,3059,1905,115,3302.5,49.276733,-123.0884242,POINT (-123.0884242 49.276733),Strathcona
156,1319 E 29TH AVENUE,3/23/2020,1715000,4,2213,1962,58,3960.0,49.2448144,-123.0777438,POINT (-123.0777438 49.2448144),Kensington-Cedar Cottage
157,3044 GLEN DRIVE,3/19/2020,1574000,47,2868,1912,108,3960.0,49.2571654,-123.081182,POINT (-123.081182 49.2571654),Mount Pleasant
158,3236 E 47TH AVENUE,2/17/2020,1290000,11,2209,1971,49,3382.5,49.2274818,-123.0370971,POINT (-123.0370971 49.2274818),Killarney
159,1233 VICTORIA DRIVE,7/4/2019,1665000,22,2609,1912,107,3267.0,49.2733545,-123.0660233,POINT (-123.0660233 49.2733545),Grandview-Woodland
160,6174 BEATRICE STREET,1/21/2020,1300000,7,2418,1962,58,3877.5,49.2280304,-123.0666823,POINT (-123.0666823 49.2280304),Victoria-Fraserview
161,870 W 61ST AVENUE,5/14/2019,1915000,128,2117,1987,32,3660.0,49.2153336,-123.12637,POINT (-123.12637 49.2153336),Marpole
162,3438 ST. GEORGE STREET,1/7/2020,2050000,14,1801,2016,4,3019.5,49.2544766,-123.0937139,POINT (-123.0937139 49.2544766),Riley Park
163,5163 ELGIN STREET,2/27/2020,2300000,68,2251,2019,1,3234.0,49.2378727,-123.0838678,POINT (-123.0838678 49.2378727),Kensington-Cedar Cottage
164,2270 SW MARINE DRIVE,3/10/2020,2685000,70,3490,1955,65,15983.0,49.2217599,-123.1591745,POINT (-123.1591745 49.2217599),Kerrisdale
165,6515 KERR STREET,7/29/2019,1355000,14,2385,1959,60,5385.0,49.2241501,-123.0415417,POINT (-123.0415417 49.2241501),Killarney
166,2930 CHARLES STREET,11/11/2019,2175000,58,3658,2019,1,4191.0,49.2730411,-123.0433211,POINT (-123.0433211 49.2730411),Hastings-Sunrise
167,2957 E BROADWAY,2/10/2020,1748000,4,2420,2006,14,4999.5,49.262192,-123.0426565,POINT (-123.0426565 49.262192),Hastings-Sunrise
168,4756 ARGYLE STREET,9/24/2019,1425000,15,2591,1945,75,6070.0,49.24212790000001,-123.0705193,POINT (-123.0705193 49.24212790000001),Kensington-Cedar Cottage
169,1344 E 41ST AVENUE,7/9/2019,1168000,80,1812,1959,60,3135.0,49.2324813,-123.0789393,POINT (-123.0789393 49.2324813),Sunset
170,760 E 63RD AVENUE,9/5/2019,1150000,35,2505,1945,74,4145.57,49.2127714,-123.0893162,POINT (-123.0893162 49.2127714),Sunset
171,2385 W 16TH AVENUE,5/22/2020,2550000,6,3294,1940,80,6250.0,49.2575845,-123.1598754,POINT (-123.1598754 49.2575845),Kitsilano
172,3467 FRANKLIN STREET,2/24/2020,1235000,18,1974,1929,91,4026.0,49.2816801,-123.0292004,POINT (-123.0292004 49.2816801),Hastings-Sunrise
