Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m
1,3178 GRAVELEY STREET,5/8/2020,1500000,18,2447,1946,74,5674.0,49.2702,-123.0370093,6472.196776456996
2,1438 E 28TH AVENUE,1/22/2020,1300000,7,2146,1982,38,3631.98,49.24516130000001,-123.0749913,5827.3641780627595
3,2831 W 49TH AVENUE,6/18/2019,2650000,1,3108,1929,90,9111.0,49.2276034,-123.1683866,8778.890464801974
4,2645 TRIUMPH STREET,6/18/2019,1385000,28,2602,1922,97,4022.7,49.28406769999999,-123.0508676,4942.984031431563
5,741-743 E 10TH AVENUE,11/28/2019,1590000,17,1843,1970,49,4026.0,49.2617389,-123.0880999,3754.0715816169263
6,86 W 21ST AVENUE,3/3/2020,2565000,7,2439,1989,31,4026.0,49.251692,-123.106888,4039.3423479193184
7,2418 E 54TH AVENUE,8/12/2019,1303000,9,2100,1979,40,3298.48,49.21995889999999,-123.0575719,9189.303936242612
8,1787 E 57TH AVENUE,6/13/2019,1150000,10,1900,1950,69,6574.82,49.2184006,-123.0711074,9029.04477247742
9,2926 TRIMBLE STREET,8/16/2019,2500000,10,2133,2005,14,3360.0,49.2608353,-123.2058942,8165.349471799636
10,466 E 60TH AVENUE,10/17/2019,2400000,44,3989,2019,0,4412.0,49.2155419,-123.095323,8608.14647380437
11,150 W 42ND AVENUE,10/24/2019,2870000,22,3509,1995,24,5859.0,49.2320871,-123.109616,6126.064218223121
12,4010 INVERNESS STREET,9/23/2019,1355000,71,1902,1926,93,3196.85,49.2489179,-123.0797175,5068.159285660966
13,8233 FRENCH STREET,3/20/2019,1638000,168,2317,1988,31,3752.1,49.21127689999999,-123.1394375,8927.80677343253
14,2855 W 38TH AVENUE,5/25/2020,2880000,2,2286,1941,79,5808.0,49.2377922,-123.1691809,7758.355586023612
15,3238 E PENDER STREET,2/11/2020,1270000,1,3128,1910,110,5424.0,49.27993009999999,-123.0352062,6033.32101833558
16,4329 PERRY STREET,2/3/2020,1175000,25,1368,1948,72,3644.1,49.24633499999999,-123.0716395,5694.593610641892
17,2907 W 30TH AVENUE,10/30/2019,2725000,12,3222,1936,83,5676.75,49.245391,-123.1704745,6920.1707711717345
18,2095 E 28TH AVENUE,1/5/2020,1910000,37,3011,2020,0,3465.0,49.2459965,-123.0630875,6306.8825838180965
19,4030 PRINCE ALBERT STREET,1/6/2020,1181000,60,1929,1923,97,3484.8,49.24887409999999,-123.0874733,4839.791498234644
20,2241 E 4TH AVENUE,3/23/2020,2489000,4,3452,2001,19,4550.0,49.2669734,-123.0589944,5091.925680858625
21,6168 COMMERCIAL STREET,8/7/2019,1480000,31,2373,1992,27,3877.5,49.2281378,-123.068072,7969.511165057942
22,1431 RUPERT STREET,4/23/2019,1300000,108,2610,1971,48,4127.13,49.2719464,-123.0341298,6550.865758964033
23,6192 LARCH STREET,10/26/2019,2700000,65,2602,1925,95,6227.1,49.2300917,-123.1625348,7950.950450847226
24,235 E 62ND AVENUE,2/3/2020,1300000,22,1920,1968,52,3267.0,49.2145569,-123.1011695,8208.498579180467
25,342 E 23RD AVENUE,7/16/2019,2910000,7,3330,2019,0,4048.0,49.24999,-123.0976452,4308.766469995409
26,2277 BONNYVALE AVENUE,5/28/2019,1498000,16,2150,1953,66,5607.1,49.2173183,-123.0601164,9528.920053025997
27,5515 ARGYLE STREET,3/28/2019,2240000,143,3612,2019,0,4108.5,49.2345113,-123.0718444,7114.274779596108
28,3775 WINDSOR STREET,3/16/2020,2275000,5,3316,1925,95,4026.0,49.25124880000001,-123.084099,4728.044399135812
29,2783 E 27TH AVENUE,5/22/2019,1410000,22,3166,2019,0,3630.0,49.2464444,-123.0475929,7576.540801453427
30,495 E 60TH AVENUE,5/1/2020,1240000,4,1600,1949,71,4082.34,49.2159378,-123.0943902,8608.14647380437
31,2823 W 24TH AVENUE,2/19/2020,2823000,59,2819,2010,10,4026.0,49.251195,-123.1684595,6264.055733844512
32,2056 E 2ND AVENUE,6/17/2019,2175000,41,2729,1912,107,4026.0,49.2684607,-123.0625676,4612.038769321251
33,959 E 13TH AVENUE,8/16/2019,1498000,2,1799,1949,70,4026.0,49.2589958,-123.0840166,4287.74641086939
34,4925 SHERBROOKE STREET,6/7/2019,1200000,75,1762,1954,65,4312.0,49.2397186,-123.0815753,6031.943490564446
35,2614 E 18TH AVENUE,7/3/2019,2015000,24,3119,2018,1,3630.0,49.2538815,-123.0518474,6695.889632185907
36,1749 GRANT STREET,4/2/2020,1610000,7,2951,1940,80,4356.0,49.27149619999999,-123.0683574,4191.778249844115
37,1564 E 63RD AVENUE,11/18/2019,1570000,17,2560,1959,60,5580.0,49.2126708,-123.074739,9452.375731872939
38,1829 STEPHENS STREET,1/21/2020,1430000,86,1963,1911,109,2045.75,49.2696328,-123.1666705,4557.638837225538
39,8571 WILTSHIRE STREET,7/8/2019,2100000,2,2450,1956,63,6000.0,49.2089676,-123.146779,9541.053544627857
40,3191 W 38TH AVENUE,4/20/2020,2898000,7,2792,1924,96,6525.0,49.2378175,-123.1755886,8160.3165821545435
41,4811 JOYCE STREET,11/28/2018,1400000,308,2000,1949,70,6187.5,49.2416168,-123.0290443,9030.111004282513
42,7482 GATINEAU PLACE,11/12/2019,1677000,21,3036,1962,57,6033.0,49.2160587,-123.0521502,9851.400916342833
43,2421 PANDORA STREET,2/4/2020,1700000,36,2500,1984,36,4026.0,49.28314959999999,-123.0560051,4664.833409407168
44,1576 W 16TH AVENUE,7/3/2019,2800000,136,3095,1946,73,8871.25,49.2568283,-123.1406497,3814.2302522722557
45,5806 QUEBEC STREET,6/11/2019,1600000,8,1122,1946,73,4121.0,49.2324353,-123.103492,6251.963552139296
46,2342 E 28TH AVENUE,9/3/2019,1580000,3,2214,1914,105,4026.0,49.2455755,-123.0579536,6791.686291711625
47,7248 KNIGHT STREET,6/14/2019,967000,2,1958,1949,70,4026.0,49.2186327,-123.0766399,8605.620472748384
48,8577 CORNISH STREET,10/31/2019,2300000,2,3094,1996,23,5163.0,49.2088431,-123.1425032,9210.232522761095
49,325 E 57TH AVENUE,7/16/2019,1650000,69,2362,2013,6,3388.0,49.2186427,-123.0993312,8051.391075119344
50,1017 E 13TH AVENUE,1/7/2020,1605000,6,2381,1912,108,4026.0,49.258956,-123.08295,4299.281600765736
51,1322 E 54TH AVENUE,4/3/2020,1175000,25,2256,1963,57,3874.0,49.220256,-123.0796401,8351.230255964858
52,6526 DAWSON STREET,4/14/2020,2630000,20,4704,2013,7,5640.0,49.2241945,-123.0484825,9065.14454531663
53,4244 VICTORIA DRIVE,3/24/2020,1300000,6,2167,1926,94,4895.0,49.24729139999999,-123.0648559,6235.416421956105
54,1312 W 59TH AVENUE,7/25/2019,2320000,20,3189,1988,31,5280.0,49.217053,-123.1345216,8460.280623265942
55,8473 ISABEL PLACE,10/9/2019,2390000,2,3320,2009,10,5827.0,49.2095502,-123.151049,9552.327296046838
56,3705 W 21ST AVENUE,3/3/2020,2215000,6,2033,1928,92,4026.0,49.2539885,-123.1867529,7567.428707160089
57,1743 E 49TH AVENUE,8/27/2019,1370000,34,2628,1966,53,4635.87,49.2254348,-123.0705409,8303.201794842029
58,5085 INVERNESS STREET,3/2/2020,1915000,7,2805,1945,75,5194.0,49.23846880000001,-123.0805287,6284.085859388937
59,7567 ONTARIO STREET,4/27/2020,2028000,6,2300,1990,30,3700.0,49.2162508,-123.1066179,8081.734423871369
60,2765 E 27TH AVENUE,2/13/2020,1188000,4,2132,1927,93,3696.0,49.2464733,-123.0480505,7576.540801453427
61,460 E 54TH AVENUE,7/2/2019,2333333,260,3311,2019,1,4026.0,49.2207219,-123.0955151,7991.099654247078
62,1026 HAZELTON STREET,6/4/2019,1235000,110,1521,1950,69,4726.48,49.2751089,-123.037341,5920.327119555828
63,4694 W 7TH AVENUE,3/31/2019,1910000,134,2158,1985,34,3719.0,49.2662901,-123.2149177,8299.799536118557
64,1620 E 11TH AVENUE,10/16/2019,1178000,87,1600,1912,108,3175.0,49.2603009,-123.0714133,4951.206461207319
65,1396 E 47TH AVENUE,7/8/2019,1240000,205,2125,1964,56,5112.0,49.2275145,-123.0775852,7585.843942583501
66,3168 E 18TH AVENUE,8/6/2019,1225000,32,2066,1947,72,3630.0,49.2537619,-123.0375877,7888.346851438437
67,6791 MAIN STREET,1/7/2020,1200000,3,1625,1949,71,3452.49,49.2230079,-123.1021175,7262.424237845463
68,2198 E 33RD AVENUE,10/10/2019,1800000,97,2711,2013,7,3795.0,49.23962419999999,-123.0608813,6969.457317950194
69,1865 E 53RD AVENUE,6/26/2019,1295000,0,2214,1907,112,3385.6,49.222088,-123.0681153,8720.12395521265
70,6588 VIVIAN STREET,6/26/2019,2820000,6,4987,2018,1,5631.36,49.2238578,-123.0500896,9065.95534367742
71,3226 E 5TH AVENUE,6/4/2019,2199900,125,3455,2015,4,4026.0,49.2654425,-123.0358883,6763.842351975373
72,2229 NEWPORT AVENUE,6/3/2019,1890000,87,2881,2008,11,4816.0,49.2154987,-123.0615101,9649.194340846774
73,736 W 46TH AVENUE,5/22/2019,2350000,50,1682,1963,56,7102.0,49.2288812,-123.1227703,6451.314638584528
74,3027 E 20TH AVENUE,11/8/2019,1200000,12,2661,1968,51,3638.02,49.2526034,-123.0407981,7710.320502393031
75,4839 INVERNESS STREET,10/16/2019,2435000,97,3130,2018,2,3542.0,49.2411426,-123.0804957,6047.2335302241345
76,4785 ELGIN STREET,9/2/2019,1500000,16,2312,1912,107,3542.4,49.2417886,-123.0830916,5777.229541101227
77,3506 NAPIER STREET,8/28/2019,1205000,67,2253,1989,30,3631.5,49.2747262,-123.028194,6837.535612429049
78,796 E 56TH AVENUE,12/9/2019,1250000,8,3107,1938,81,4102.0,49.2188836,-123.0880022,8255.087906870083
79,1140 HAZELTON STREET,12/31/2019,1500000,7,1984,2002,18,3546.18,49.2745215,-123.0373041,6148.833888842786
80,3770 W 13TH AVENUE,3/31/2020,2600000,3,2177,1925,95,4026.0,49.2605286,-123.1873514,6857.987674252323
81,3641 ADANAC STREET,3/4/2020,1300000,5,2523,1912,108,3396.8,49.2776368,-123.0246657,6910.874619152238
82,780 E 50TH AVENUE,8/22/2019,1471500,71,2548,1982,37,4290.0,49.2242646,-123.0886704,7624.445095159298
83,2979 E 7TH AVENUE,2/20/2020,1260000,4,2273,1950,70,4026.0,49.2640908,-123.0421899,6603.85725321641
84,3364 W 36TH AVENUE,2/18/2020,3000000,8,2982,1930,90,6512.5,49.2392601,-123.1798536,8159.472469666556
85,2136 W 15TH AVENUE,12/16/2019,2400000,86,2936,1929,91,6250.0,49.2580173,-123.154053,4538.827153880535
86,2451 TRIUMPH STREET,4/14/2020,1250000,13,2554,1931,89,4026.0,49.2840948,-123.0554353,4753.800510901177
87,5848 FLEMING STREET,10/16/2019,2300000,48,3394,2016,3,4092.0,49.2312636,-123.0726227,7519.56543047526
88,1633 E 11TH AVENUE,6/3/2019,1800000,21,2691,1922,97,6286.5,49.26073880000001,-123.0709004,4830.3443365671
89,4020 W 40TH AVENUE,10/22/2019,2955000,110,3196,1996,24,5488.0,49.23545550000001,-123.1944999,9678.160855119591
90,3284 W 35TH AVENUE,5/15/2020,2355000,7,2667,1940,80,4797.0,49.2402405,-123.1779095,8053.887238548343
91,3120 TURNER STREET,6/21/2019,1212500,30,1906,1941,78,3630.0,49.2788584,-123.0381852,5967.723151151951
92,4720 DUNBAR STREET,7/29/2019,1925000,5,3191,1927,92,4197.6,49.2440585,-123.1849087,8111.625400939509
93,7438 MUIRFIELD DRIVE,10/30/2019,1908000,11,3227,1997,22,5391.31,49.2166505,-123.0548314,9668.062942311395
94,2127 E 4TH AVENUE,3/18/2020,1260000,8,1236,1927,93,3900.0,49.266797,-123.0612439,4809.691935823287
95,4649 W 8TH AVENUE,8/26/2019,2100000,64,1911,1926,93,3719.0,49.265859,-123.2136801,8387.704675968971
96,2876 E 22ND AVENUE,3/4/2020,1100000,13,1604,1938,82,3960.0,49.2504212,-123.0453207,7643.06459861143
97,836 W 22ND AVENUE,5/12/2020,2689000,0,1402,1926,94,5124.0,49.2514141,-123.1231273,3955.2862576430407
98,3404 E 4TH AVENUE,2/24/2020,1225000,8,1702,1952,68,4092.0,49.2664233,-123.0307917,7054.9575901118615
99,3707 W 3RD AVENUE,2/28/2020,2550000,42,1800,1946,74,4872.0,49.2697325,-123.1859241,5960.101234910298
100,3551 WELLINGTON AVENUE,10/23/2019,1550000,4,2265,1949,70,7213.0,49.2395891,-123.028227,9098.308061089623
101,95 PENTICTON STREET,2/15/2020,1508000,4,1674,1949,71,4045.0,49.28411010000001,-123.0522472,4942.984031431563
102,597 W 20TH AVENUE,5/21/2019,2296000,41,2334,2000,19,3288.6,49.2535451,-123.1179874,3545.63189870783
103,2997 TURNER STREET,5/27/2019,2047619,122,3748,2019,0,4356.0,49.279342,-123.0418215,5778.090419754178
104,2281 E 2ND AVENUE,10/18/2019,1420000,13,2005,1929,90,4026.0,49.2688151,-123.0583849,4890.416655697217
105,746 E KING EDWARD AVENUE,1/29/2020,1988000,19,2660,2006,14,5907.0,49.248427,-123.0885059,4839.791498234644
106,3535 ADANAC STREET,8/8/2019,1100000,34,2439,1976,43,3507.9,49.27767,-123.02738,6573.049781935579
107,558 E 20TH AVENUE,9/11/2019,2648000,8,3814,2020,0,6039.0,49.2527049,-123.0927114,4184.08201038674
108,1866 E 50TH AVENUE,10/17/2019,1470000,30,2160,1995,24,3600.0,49.2240915,-123.0680043,8395.82478764394
109,2612 KITCHENER STREET,7/15/2019,1360000,23,2596,1980,39,4191.0,49.27206530000001,-123.0515741,5221.614073768397
110,3333 W 22ND AVENUE,8/27/2019,2408000,70,2953,1989,30,4026.0,49.2530835,-123.179577,6979.719872742358
111,3334 E 27TH AVENUE,2/5/2020,2152000,56,3416,2020,0,3960.0,49.2459584,-123.0324494,8670.685156860722
112,230 PEVERIL AVENUE,9/11/2019,2500000,64,2181,1942,77,5893.0,49.247537,-123.110487,4326.123246045539
113,275 E 28TH AVENUE,11/18/2019,2068000,8,3657,1914,105,4268.88,49.24592060000001,-123.0997026,4817.717193384435
114,7823 SHAUGHNESSY STREET,1/12/2020,2025000,21,2360,1994,26,3964.23,49.2138714,-123.1290471,8513.925689827342
115,3437 E 24TH AVENUE,6/26/2019,1125000,25,1499,1912,107,3959.0,49.2489889,-123.029776,8882.306603050174
116,2244 W 45TH AVENUE,10/10/2019,1940000,7,3010,1915,104,3960.0,49.2307167,-123.1592624,7637.5110510929535
117,3636 W 15TH AVENUE,3/16/2020,1480000,41,1005,1987,33,2013.17,49.2587256,-123.1848744,6758.090566574013
118,7806 JASPER CRESCENT,1/15/2020,1550000,1,2860,1990,30,4658.0,49.2133438,-123.0685442,9727.17951534578
119,2813 W 21ST AVENUE,3/20/2019,2480000,183,2923,1994,25,4880.0,49.25392309999999,-123.1682269,6105.438845635625
120,1188 KOOTENAY STREET,10/21/2019,1361500,44,2065,1995,25,3348.0,49.27433980000001,-123.0259101,7095.2917910555025
121,1765 ISLAND AVENUE,5/14/2019,862500,119,1800,1991,28,3418.0,49.2101785,-123.0701739,9969.069888045691
122,3441 TRIUMPH STREET,8/6/2019,1150000,57,1967,1928,91,4026.0,49.2840539,-123.0298433,6988.895143287002
123,4818 RUPERT STREET,10/15/2019,1350000,0,2099,1999,20,3498.0,49.2412508,-123.0368035,8583.320601195179
124,6643 VIVIAN STREET,4/5/2019,2361905,91,3906,2018,1,4800.0,49.223311,-123.0508187,9065.95534367742
125,2835 STEPHENS STREET,6/3/2019,1750000,5,2385,1912,107,2871.0,49.2607696,-123.1666567,5286.88466244456
126,2201 E 41ST AVENUE,11/29/2019,1516789,46,2000,1944,76,5107.0,49.2331417,-123.0619343,7653.65378478575
127,3468 PANDORA STREET,2/26/2020,1200000,14,2033,1911,109,4026.0,49.282758,-123.0293042,6708.527838415775
128,539 W 18TH AVENUE,6/25/2019,2548000,34,2170,2011,8,3015.87,49.255351,-123.11637,3187.877568947
129,4014 W 36TH AVENUE,10/21/2019,2900000,58,3715,1940,79,6900.6,49.2393221,-123.1942193,9248.79545849855
130,1346 E 15TH AVENUE,8/9/2019,1150000,21,1504,1975,44,2047.0,49.2564457,-123.0766895,4888.152624835096
131,3221 KITCHENER STREET,10/11/2019,1649000,59,2465,1983,36,4191.0,49.2725475,-123.0358033,6353.17068497494
132,3468 WORTHINGTON DRIVE,7/8/2019,1588000,8,2369,1999,20,4510.0,49.2529002,-123.028029,8370.312606180903
133,3555 ST. CATHERINES STREET,6/18/2019,1998000,5,1701,1989,30,3050.0,49.2529569,-123.0858598,4442.956677178221
134,3838 INVERNESS STREET,1/21/2019,1120000,327,2230,1911,108,2830.58,49.25024,-123.0797151,4966.495764031578
135,165 W 22ND AVENUE,1/13/2020,2985000,12,3275,1960,60,4026.0,49.2512778,-123.1090081,3952.174243131366
136,3279 W 11TH AVENUE,6/24/2019,2030000,152,3107,1928,91,4029.0,49.2626897,-123.1774364,5938.462382560796
137,3451 QUEBEC STREET,9/30/2019,1415000,7,1584,1905,114,1600.0,49.2542429,-123.1030593,3856.0412492003575
138,7225 HUDSON STREET,9/17/2019,3000000,55,3503,1987,32,13078.0,49.22001119999999,-123.135043,8117.422484927413
139,4285 ST. GEORGE STREET,2/3/2020,1690000,7,2391,1979,41,3994.5,49.2466297,-123.0944756,4894.7201248356605
140,4468 ONTARIO STREET,1/21/2020,2650000,20,3011,2017,3,3422.13,49.2450164,-123.1049406,4894.026026597606
141,500 E 11TH AVENUE,2/10/2020,1910000,10,3611,1902,118,4026.0,49.2603795,-123.0928303,3506.815948470555
142,3145 E 50TH AVENUE,2/25/2019,2440000,158,3777,2014,5,5417.0,49.22410550000001,-123.0400722,9375.767796693457
143,719 E 38 AVENUE,2/18/2020,1150000,1,2746,1977,43,4026.0,49.2359029,-123.0897021,6183.075217884078
144,554 W 59TH AVENUE,10/11/2019,1800000,62,2508,1957,62,6776.02,49.216727,-123.1188922,7616.07845339384
145,108 W 45TH AVENUE,8/9/2019,1815000,152,1321,1945,75,4535.0,49.2293605,-123.10866,6564.918236663562
146,3285 KITCHENER STREET,5/9/2019,1825000,39,3664,1974,45,6287.0,49.2725052,-123.0346071,6550.865758964033
147,3320 E 44TH AVENUE,9/7/2019,1150000,126,1784,1912,108,3807.0,49.22982450000001,-123.0340537,9107.501203972046
148,2244 E PENDER STREET,9/9/2019,1180000,17,1798,1912,107,2178.0,49.2799947,-123.0587661,4466.020812897895
149,3122 E 47TH AVENUE,3/2/2019,1090000,289,1891,1958,61,3395.7,49.2275511,-123.040173,9011.531699360608
150,2806 ETON STREET,1/21/2019,1835000,247,3613,1951,68,6100.0,49.2874896,-123.0464348,5434.881252160698
151,1121 E 27TH AVENUE,9/9/2019,1380000,4,1906,1991,28,2966.95,49.2467597,-123.0821063,5280.602559541088
152,5204 CHESTER STREET,3/12/2020,2299000,29,3142,2018,2,3630.0,49.23781289999999,-123.0889781,5979.581710824373
153,5583 FLEMING STREET,3/2/2020,1380000,9,2250,1953,67,5346.0,49.2337915,-123.0731901,7056.79244587101
154,268 E 48TH AVENUE,11/14/2019,2415000,40,3870,2014,6,4620.0,49.22640699999999,-123.1004302,6987.995770658673
155,757 PRIOR STREET,3/13/2020,1848000,55,3059,1905,115,3302.5,49.276733,-123.0884242,2450.238854797081
156,1319 E 29TH AVENUE,3/23/2020,1715000,4,2213,1962,58,3960.0,49.2448144,-123.0777438,5749.257741178389
157,3044 GLEN DRIVE,3/19/2020,1574000,47,2868,1912,108,3960.0,49.2571654,-123.081182,4487.5126955693595
158,3236 E 47TH AVENUE,2/17/2020,1290000,11,2209,1971,49,3382.5,49.2274818,-123.0370971,9234.964580337251
159,1233 VICTORIA DRIVE,7/4/2019,1665000,22,2609,1912,107,3267.0,49.2733545,-123.0660233,4146.420691720148
160,6174 BEATRICE STREET,1/21/2020,1300000,7,2418,1962,58,3877.5,49.2280304,-123.0666823,8066.044441275612
161,870 W 61ST AVENUE,5/14/2019,1915000,128,2117,1987,32,3660.0,49.2153336,-123.12637,8369.38472580002
162,3438 ST. GEORGE STREET,1/7/2020,2050000,14,1801,2016,4,3019.5,49.2544766,-123.0937139,3997.6121213703414
163,5163 ELGIN STREET,2/27/2020,2300000,68,2251,2019,1,3234.0,49.2378727,-123.0838678,6246.174535944452
164,2270 SW MARINE DRIVE,3/10/2020,2685000,70,3490,1955,65,15983.0,49.2217599,-123.1591745,8666.391202147513
165,6515 KERR STREET,7/29/2019,1355000,14,2385,1959,60,5385.0,49.2241501,-123.0415417,9375.767796693457
166,2930 CHARLES STREET,11/11/2019,2175000,58,3658,2019,1,4191.0,49.2730411,-123.0433211,5784.1937127461615
167,2957 E BROADWAY,2/10/2020,1748000,4,2420,2006,14,4999.5,49.262192,-123.0426565,6734.196767262667
168,4756 ARGYLE STREET,9/24/2019,1425000,15,2591,1945,75,6070.0,49.24212790000001,-123.0705193,6318.699018920296
169,1344 E 41ST AVENUE,7/9/2019,1168000,80,1812,1959,60,3135.0,49.2324813,-123.0789393,7037.555487889407
170,760 E 63RD AVENUE,9/5/2019,1150000,35,2505,1945,74,4145.57,49.2127714,-123.0893162,8817.102837301503
171,2385 W 16TH AVENUE,5/22/2020,2550000,6,3294,1940,80,6250.0,49.2575845,-123.1598754,5159.573700586075
172,3467 FRANKLIN STREET,2/24/2020,1235000,18,1974,1929,91,4026.0,49.2816801,-123.0292004,6439.351105528712
173,2895 ALAMEIN AVENUE,3/23/2020,2955000,39,2588,1993,27,4171.75,49.2503355,-123.1701575,6494.36588861237
174,3266 E PENDER STREET,6/19/2019,1300000,120,2498,2007,12,5425.0,49.2799567,-123.0346098,6223.647411507016
175,557 E 11TH AVENUE,2/18/2020,2255000,7,3089,1910,110,4026.0,49.260861,-123.0917496,3591.8912304047153
176,761 E 55TH AVENUE,6/20/2019,1575000,4,2684,1985,34,3950.0,49.2201354,-123.088775,8162.764779107241
177,2442 E 10TH AVENUE,2/24/2020,1762000,1,2620,1968,52,6400.0,49.2608207,-123.0556391,5963.6955551955725
178,2720 WATERLOO STREET,5/31/2019,1867000,10,2506,1925,94,3960.0,49.2622394,-123.1795479,6082.16909421874
179,1087 PARK DRIVE,5/2/2019,2175000,88,3414,1912,107,5640.0,49.2150356,-123.1311799,8508.485151058396
180,2161 W 48TH AVENUE,2/24/2020,2800000,38,2871,1924,96,5900.0,49.2283541,-123.1576183,7943.796337276445
181,8141 LAUREL STREET,5/6/2019,2090000,243,3000,1951,69,6035.04,49.211963,-123.1263741,8752.853181412738
182,5284 ELGIN STREET,2/25/2020,1270000,10,1834,1934,86,3300.0,49.2371047,-123.0833667,6440.832910066932
183,488 AUBREY PLACE,5/9/2019,1675000,103,2074,1960,59,5311.0,49.2441358,-123.0946563,5158.5214893123875
184,3337 WORTHINGTON DRIVE,9/25/2019,2140000,7,3445,2012,7,4900.0,49.2559361,-123.0326932,7840.612239178697
185,2949 W 28TH AVENUE,3/23/2020,2610000,62,2441,2014,6,3328.0,49.2473035,-123.1716342,7076.723107518102
186,5569 COMMERCIAL STREET,6/4/2019,1371100,36,2603,1982,37,4052.0,49.233942,-123.0690944,7274.444854790005
187,6272 BUTLER STREET,5/15/2020,1638000,5,1918,1948,72,5283.23,49.226796,-123.0333621,9584.270450385133
188,716 E 11TH AVENUE,11/25/2019,1700000,7,3597,1908,111,4026.0,49.2604682,-123.0886196,3722.6095384875903
189,2127 E 46TH AVENUE,12/11/2019,2195000,108,3540,2019,1,4026.0,49.2287267,-123.0632112,8037.783877949436
190,4675 NANAIMO STREET,9/10/2019,1500000,82,2206,1967,52,4760.3,49.24306120000001,-123.0574103,6782.843270814012
191,990 E 11TH AVENUE,5/2/2019,1390000,84,3100,1926,93,4026.0,49.2603434,-123.0835737,4132.14999720639
192,1724 MCSPADDEN AVENUE,4/1/2020,1480000,6,2110,1911,109,2500.0,49.26628280000001,-123.0690925,4299.253850367121
193,3425 E GEORGIA STREET,10/11/2019,1225000,19,2324,1971,48,3850.0,49.2784934,-123.0298403,6487.455362067242
194,3539 HULL STREET,12/18/2019,1325000,6,2400,1918,102,4270.0,49.2530138,-123.0644242,6082.640611866411
195,8361--8365 CARTIER STREET,10/31/2019,1750000,4,2414,1977,42,4052.4,49.2103487,-123.1380373,8992.48531007591
196,2275 SLOCAN STREET,7/4/2019,2150000,55,3453,2019,0,4026.0,49.2640711,-123.0497333,6020.5352682194625
197,2020 NANTON AVENUE,3/17/2020,3000000,14,3329,1964,56,7200.0,49.2473824,-123.1506065,5306.9796580781285
198,2775 WARD STREET,8/8/2017,1150000,719,1700,1932,87,3366.0,49.2395028,-123.0479625,7724.4401745703535
199,3809 W KING EDWARD AVENUE,11/4/2019,2480000,3,2925,1929,90,6039.0,49.2503821,-123.1885656,7776.1637141956635
200,2428 FRANKLIN STREET,3/13/2020,1000000,23,938,1922,98,4027.32,49.2818603,-123.0559043,4562.4386431374705
201,1589 E 35TH AVENUE,3/16/2020,1520000,7,2182,1995,25,3630.0,49.2387075,-123.0727895,6543.012626700382
202,2688 E 57TH AVENUE,11/5/2019,2171428,30,3491,2019,0,4062.0,49.21784400000001,-123.0529743,9620.696541299463
203,2810 MCGILL STREET,9/11/2019,1218000,5,1976,1930,89,4022.0,49.2884532,-123.0463029,5516.827098930963
204,2217 E 48TH AVENUE,8/12/2019,1398888,8,2497,1973,46,4026.0,49.2265081,-123.0617101,8396.561181660096
205,1810 W 61ST AVENUE,9/30/2019,2388000,120,3146,1967,53,7670.0,49.21583829999999,-123.148871,8828.38391733955
206,407 E KING EDWARD AVENUE,4/15/2020,1575000,5,1912,1910,110,2188.0,49.2489091,-123.0963541,4475.481331513266
207,1304 E 36TH AVENUE,7/16/2019,1750000,124,3082,2017,2,3657.0,49.2375278,-123.0788935,6414.238548091062
208,2180 RENFREW STREET,8/12/2019,1025000,207,3108,1946,74,4026.0,49.2649896,-123.0436546,6305.30170021035
209,5824 CHESTER STREET,9/23/2019,1150000,1,1547,1929,90,4026.0,49.2317706,-123.0889276,6804.227971948778
210,2326 W 45TH AVENUE,7/5/2019,2258000,38,2814,1971,48,4080.0,49.2307619,-123.1604561,7744.40568952245
211,285 E 18TH AVENUE,3/13/2020,1818000,8,2369,1913,107,6032.56,49.2549849,-123.0989772,3776.77109305922
212,6388 GRANVILLE STREET,5/29/2019,2228000,30,3363,1945,74,7750.0,49.2282376,-123.1393555,6967.797421388506
213,2864 E 22ND AVENUE,4/29/2019,1155000,71,2007,1961,58,3960.0,49.250374,-123.0455886,7643.06459861143
214,3588 W 28TH AVENUE,9/3/2019,2150000,10,2767,1935,84,6495.0,49.24690349999999,-123.184448,7882.329416954469
215,6905 DUMFRIES STREET,10/22/2019,1415000,21,2474,1972,47,4011.48,49.2215466,-123.0750394,8435.563107065123
216,2136 FRANKLIN STREET,10/29/2019,1225000,9,2142,1913,106,4199.24,49.2819082,-123.0609123,4185.798727589781
217,541 E 28TH AVENUE,6/17/2019,1840000,7,2232,1964,55,4727.25,49.2458525,-123.0931071,5008.590134384302
218,2135 E 2ND AVENUE,7/2/2019,1330000,23,2098,1958,61,4026.0,49.2688373,-123.0611704,4612.038769321251
219,3166 E 1ST AVENUE,9/12/2019,1288000,12,2705,1975,44,4224.35,49.2691429,-123.0373756,6359.663961815496
220,2375 BURQUITLAM DRIVE,3/19/2019,1888000,136,3867,2005,14,6435.0,49.2098813,-123.0579631,10455.695299207995
221,2077 WAVERLEY AVENUE,6/17/2019,1228000,13,2716,1982,37,3696.0,49.22732449999999,-123.0640386,8054.051109769498
222,4728 LITTLE STREET,6/17/2019,900000,31,1700,1930,89,3280.0,49.242445,-123.0637404,6401.937755338635
